game_id,Proba_Win
2018-1403-1196,0.708474988
2018-1403-1116,0.709846583
2018-1403-1439,0.728791997
2018-1403-1104,0.732577741
2018-1403-1139,0.682593106
2018-1403-1382,0.75665716
2018-1403-1417,0.71145137
2018-1403-1293,0.668071923
2018-1403-1267,0.738267952
2018-1403-1372,0.754420805
2018-1403-1168,0.753063837
2018-1403-1254,0.751961288
2018-1403-1347,0.764966171
2018-1403-1242,0.672663734
2018-1403-1181,0.58515663
2018-1403-1277,0.61419883
2018-1403-1120,0.642183105
2018-1403-1155,0.695790399
2018-1403-1395,0.763921031
2018-1403-1348,0.69947538
2018-1403-1371,0.746048709
2018-1403-1301,0.736961095
2018-1403-1328,0.730740767
2018-1403-1113,0.75573718
2018-1403-1393,0.693199303
2018-1403-1308,0.727657499
2018-1403-1158,0.774453024
2018-1403-1137,0.74019953
2018-1403-1233,0.762100205
2018-1403-1335,0.756363827
2018-1403-1438,0.632569824
2018-1403-1153,0.661953549
2018-1403-1397,0.660646661
2018-1403-1112,0.707667896
2018-1403-1246,0.690962373
2018-1403-1274,0.723506816
2018-1403-1305,0.746842627
2018-1403-1166,0.750656377
2018-1403-1243,0.746978356
2018-1403-1400,0.730619041
2018-1403-1260,0.714705969
2018-1403-1172,0.743679971
2018-1403-1138,0.745953307
2018-1403-1460,0.744522602
2018-1403-1209,0.735716082
2018-1403-1420,0.775195712
2018-1403-1462,0.702334446
2018-1403-1314,0.686700339
2018-1403-1276,0.675998862
2018-1403-1211,0.635573241
2018-1403-1326,0.642965161
2018-1403-1222,0.676430354
2018-1403-1401,0.733744465
2018-1403-1281,0.733477423
2018-1403-1199,0.712682322
2018-1403-1344,0.752832983
2018-1403-1361,0.727107629
2018-1403-1355,0.746937746
2018-1403-1422,0.743639341
2018-1403-1285,0.711703925
2018-1403-1252,0.753508625
2018-1403-1300,0.776681277
2018-1403-1411,0.770775395
2018-1455-1452,0.608221078
2018-1455-1196,0.691225352
2018-1455-1116,0.70831588
2018-1455-1439,0.718172811
2018-1455-1104,0.734270248
2018-1455-1139,0.707519489
2018-1455-1382,0.735771053
2018-1455-1417,0.702396738
2018-1455-1293,0.706919016
2018-1455-1267,0.74909431
2018-1455-1372,0.726013903
2018-1455-1168,0.7674205
2018-1455-1254,0.763488361
2018-1455-1347,0.769478381
2018-1455-1242,0.658548943
2018-1455-1181,0.605957068
2018-1455-1277,0.659759255
2018-1455-1120,0.664667458
2018-1455-1155,0.682067427
2018-1455-1395,0.764058239
2018-1455-1348,0.698010793
2018-1455-1371,0.748268511
2018-1455-1301,0.744354538
2018-1455-1328,0.719984387
2018-1455-1113,0.741052169
2018-1455-1393,0.697018807
2018-1455-1308,0.736171387
2018-1455-1158,0.765062319
2018-1455-1137,0.743650556
2018-1455-1233,0.779946574
2018-1455-1335,0.759554197
2018-1455-1438,0.634434288
2018-1455-1153,0.696641856
2018-1455-1397,0.683823469
2018-1455-1112,0.696515211
2018-1455-1246,0.69401419
2018-1455-1274,0.720580362
2018-1455-1305,0.734624514
2018-1455-1166,0.726580133
2018-1455-1243,0.753904326
2018-1455-1400,0.723955604
2018-1455-1260,0.695921806
2018-1455-1172,0.745524039
2018-1455-1138,0.741308871
2018-1455-1460,0.746742984
2018-1455-1209,0.730615569
2018-1455-1420,0.78648437
2018-1455-1462,0.689315703
2018-1455-1314,0.690587849
2018-1455-1276,0.682237506
2018-1455-1211,0.645829923
2018-1455-1326,0.655354076
2018-1455-1222,0.680985522
2018-1455-1401,0.724711201
2018-1455-1281,0.745169722
2018-1455-1199,0.709031372
2018-1455-1344,0.768710288
2018-1455-1361,0.727996052
2018-1455-1355,0.753763518
2018-1455-1422,0.757157495
2018-1455-1285,0.718937305
2018-1455-1252,0.764895201
2018-1455-1300,0.784836936
2018-1455-1411,0.777268515
2018-1452-1196,0.70522818
2018-1452-1116,0.755870444
2018-1452-1439,0.749292883
2018-1452-1104,0.752249408
2018-1452-1139,0.724358842
2018-1452-1382,0.763756583
2018-1452-1417,0.7307076
2018-1452-1293,0.697403362
2018-1452-1267,0.74446726
2018-1452-1372,0.753530097
2018-1452-1168,0.775438122
2018-1452-1254,0.781530166
2018-1452-1347,0.774112457
2018-1452-1242,0.621372606
2018-1452-1181,0.555053713
2018-1452-1277,0.575270989
2018-1452-1120,0.620527647
2018-1452-1155,0.665899475
2018-1452-1395,0.759860148
2018-1452-1348,0.67669789
2018-1452-1371,0.742875296
2018-1452-1301,0.722996322
2018-1452-1328,0.702642117
2018-1452-1113,0.738280806
2018-1452-1393,0.666554142
2018-1452-1308,0.738958652
2018-1452-1158,0.761178832
2018-1452-1137,0.732411591
2018-1452-1233,0.771069651
2018-1452-1335,0.760922455
2018-1452-1438,0.603630343
2018-1452-1153,0.643284586
2018-1452-1397,0.618961361
2018-1452-1112,0.683560742
2018-1452-1246,0.666944812
2018-1452-1274,0.707787847
2018-1452-1305,0.745530882
2018-1452-1166,0.722524536
2018-1452-1243,0.741646211
2018-1452-1400,0.70073559
2018-1452-1260,0.668605327
2018-1452-1172,0.717825876
2018-1452-1138,0.743970674
2018-1452-1460,0.738900819
2018-1452-1209,0.710276436
2018-1452-1420,0.777199309
2018-1452-1462,0.660546125
2018-1452-1314,0.659196198
2018-1452-1276,0.643488934
2018-1452-1211,0.609995465
2018-1452-1326,0.612011757
2018-1452-1222,0.663828097
2018-1452-1401,0.705460752
2018-1452-1281,0.716949985
2018-1452-1199,0.685399701
2018-1452-1344,0.753680462
2018-1452-1361,0.724206718
2018-1452-1355,0.755250715
2018-1452-1422,0.744904922
2018-1452-1285,0.703836413
2018-1452-1252,0.764698389
2018-1452-1300,0.783163575
2018-1452-1411,0.778538836
2018-1196-1116,0.685218503
2018-1196-1439,0.713192896
2018-1196-1104,0.711829812
2018-1196-1139,0.645086915
2018-1196-1382,0.726253075
2018-1196-1417,0.652020048
2018-1196-1293,0.654467587
2018-1196-1267,0.725726121
2018-1196-1372,0.735104097
2018-1196-1168,0.748618126
2018-1196-1254,0.750720203
2018-1196-1347,0.76101241
2018-1196-1242,0.577604252
2018-1196-1181,0.534112538
2018-1196-1277,0.562013492
2018-1196-1120,0.567539295
2018-1196-1155,0.643928451
2018-1196-1395,0.706777224
2018-1196-1348,0.63252428
2018-1196-1371,0.688182622
2018-1196-1301,0.678899226
2018-1196-1328,0.678179926
2018-1196-1113,0.693756461
2018-1196-1393,0.66182266
2018-1196-1308,0.705326805
2018-1196-1158,0.727687355
2018-1196-1137,0.697231579
2018-1196-1233,0.745241204
2018-1196-1335,0.741611711
2018-1196-1438,0.587978962
2018-1196-1153,0.626348748
2018-1196-1397,0.602804104
2018-1196-1112,0.658293679
2018-1196-1246,0.615462952
2018-1196-1274,0.679423659
2018-1196-1305,0.708298704
2018-1196-1166,0.689369834
2018-1196-1243,0.705411889
2018-1196-1400,0.668141926
2018-1196-1260,0.652719555
2018-1196-1172,0.679834517
2018-1196-1138,0.697330555
2018-1196-1460,0.731461377
2018-1196-1209,0.697170034
2018-1196-1420,0.751081164
2018-1196-1462,0.607465543
2018-1196-1314,0.60937048
2018-1196-1276,0.616205647
2018-1196-1211,0.580023781
2018-1196-1326,0.566036787
2018-1196-1222,0.659444673
2018-1196-1401,0.68793543
2018-1196-1281,0.679457736
2018-1196-1199,0.652800505
2018-1196-1344,0.735037763
2018-1196-1361,0.696236235
2018-1196-1355,0.715706345
2018-1196-1422,0.723891548
2018-1196-1285,0.672744388
2018-1196-1252,0.750503715
2018-1196-1300,0.757695681
2018-1196-1411,0.762674801
2018-1116-1439,0.675658605
2018-1116-1104,0.632332155
2018-1116-1139,0.578920247
2018-1116-1382,0.652865091
2018-1116-1417,0.578049235
2018-1116-1293,0.567229365
2018-1116-1267,0.678435502
2018-1116-1372,0.651418879
2018-1116-1168,0.721202803
2018-1116-1254,0.738597287
2018-1116-1347,0.70654365
2018-1116-1242,0.586772872
2018-1116-1181,0.548007206
2018-1116-1277,0.563823665
2018-1116-1120,0.563912989
2018-1116-1155,0.616447412
2018-1116-1395,0.717673369
2018-1116-1348,0.63839153
2018-1116-1371,0.67957403
2018-1116-1301,0.659362918
2018-1116-1328,0.654239187
2018-1116-1113,0.682504396
2018-1116-1393,0.592628973
2018-1116-1308,0.644682231
2018-1116-1158,0.695959709
2018-1116-1137,0.651734748
2018-1116-1233,0.751105522
2018-1116-1335,0.731554803
2018-1116-1438,0.545865546
2018-1116-1153,0.578941106
2018-1116-1397,0.583777787
2018-1116-1112,0.626458728
2018-1116-1246,0.606880755
2018-1116-1274,0.673276939
2018-1116-1305,0.686800896
2018-1116-1166,0.678872516
2018-1116-1243,0.678865694
2018-1116-1400,0.620048557
2018-1116-1260,0.637955371
2018-1116-1172,0.672646133
2018-1116-1138,0.661383027
2018-1116-1460,0.671054097
2018-1116-1209,0.637271304
2018-1116-1420,0.747863912
2018-1116-1462,0.596100149
2018-1116-1314,0.617365762
2018-1116-1276,0.573759091
2018-1116-1211,0.553294149
2018-1116-1326,0.555970212
2018-1116-1222,0.646219933
2018-1116-1401,0.648658037
2018-1116-1281,0.657464322
2018-1116-1199,0.651521778
2018-1116-1344,0.714163996
2018-1116-1361,0.641978236
2018-1116-1355,0.706250912
2018-1116-1422,0.659256022
2018-1116-1285,0.64689469
2018-1116-1252,0.724411266
2018-1116-1300,0.748422539
2018-1116-1411,0.763868232
2018-1439-1104,0.614620787
2018-1439-1139,0.548757458
2018-1439-1382,0.627039491
2018-1439-1417,0.566703968
2018-1439-1293,0.542965643
2018-1439-1267,0.627607679
2018-1439-1372,0.622403584
2018-1439-1168,0.697637996
2018-1439-1254,0.704833448
2018-1439-1347,0.699437456
2018-1439-1242,0.509539137
2018-1439-1181,0.480872774
2018-1439-1277,0.508757849
2018-1439-1120,0.491814734
2018-1439-1155,0.529442866
2018-1439-1395,0.642652273
2018-1439-1348,0.529671439
2018-1439-1371,0.5792716
2018-1439-1301,0.552060763
2018-1439-1328,0.573101224
2018-1439-1113,0.60088616
2018-1439-1393,0.537885558
2018-1439-1308,0.586417803
2018-1439-1158,0.618492532
2018-1439-1137,0.556482216
2018-1439-1233,0.675394885
2018-1439-1335,0.659217231
2018-1439-1438,0.50426129
2018-1439-1153,0.523990203
2018-1439-1397,0.520640839
2018-1439-1112,0.5540068
2018-1439-1246,0.529423791
2018-1439-1274,0.564285137
2018-1439-1305,0.617231022
2018-1439-1166,0.594878441
2018-1439-1243,0.584488581
2018-1439-1400,0.532781402
2018-1439-1260,0.533102407
2018-1439-1172,0.588867695
2018-1439-1138,0.55682044
2018-1439-1460,0.591302862
2018-1439-1209,0.577764072
2018-1439-1420,0.691326949
2018-1439-1462,0.530929383
2018-1439-1314,0.527876685
2018-1439-1276,0.5044661
2018-1439-1211,0.505858034
2018-1439-1326,0.483850401
2018-1439-1222,0.559049877
2018-1439-1401,0.557609411
2018-1439-1281,0.565517969
2018-1439-1199,0.547536808
2018-1439-1344,0.623967813
2018-1439-1361,0.553466521
2018-1439-1355,0.619780659
2018-1439-1422,0.56216268
2018-1439-1285,0.570130151
2018-1439-1252,0.663790192
2018-1439-1300,0.686983141
2018-1439-1411,0.704662096
2018-1104-1139,0.524399982
2018-1104-1382,0.637058305
2018-1104-1417,0.543282844
2018-1104-1293,0.528131838
2018-1104-1267,0.651178948
2018-1104-1372,0.644183961
2018-1104-1168,0.70694431
2018-1104-1254,0.709654419
2018-1104-1347,0.711723606
2018-1104-1242,0.523589675
2018-1104-1181,0.481264536
2018-1104-1277,0.527031674
2018-1104-1120,0.498616818
2018-1104-1155,0.55637971
2018-1104-1395,0.667480296
2018-1104-1348,0.564792281
2018-1104-1371,0.613497973
2018-1104-1301,0.566259668
2018-1104-1328,0.596368237
2018-1104-1113,0.618716395
2018-1104-1393,0.556637525
2018-1104-1308,0.602949188
2018-1104-1158,0.653865211
2018-1104-1137,0.594853312
2018-1104-1233,0.698258383
2018-1104-1335,0.713130224
2018-1104-1438,0.491500048
2018-1104-1153,0.526504014
2018-1104-1397,0.534904324
2018-1104-1112,0.574060865
2018-1104-1246,0.543062576
2018-1104-1274,0.612484387
2018-1104-1305,0.631304256
2018-1104-1166,0.620310724
2018-1104-1243,0.609855695
2018-1104-1400,0.554875264
2018-1104-1260,0.56584052
2018-1104-1172,0.643159913
2018-1104-1138,0.601114803
2018-1104-1460,0.640875822
2018-1104-1209,0.595593491
2018-1104-1420,0.719281916
2018-1104-1462,0.543890917
2018-1104-1314,0.562358763
2018-1104-1276,0.511126986
2018-1104-1211,0.49187529
2018-1104-1326,0.489685458
2018-1104-1222,0.584073
2018-1104-1401,0.599912836
2018-1104-1281,0.587796411
2018-1104-1199,0.563588812
2018-1104-1344,0.673462074
2018-1104-1361,0.574961959
2018-1104-1355,0.672100115
2018-1104-1422,0.592105694
2018-1104-1285,0.59778774
2018-1104-1252,0.70654701
2018-1104-1300,0.704236038
2018-1104-1411,0.721526875
2018-1139-1382,0.704476782
2018-1139-1417,0.630561296
2018-1139-1293,0.615322459
2018-1139-1267,0.709801697
2018-1139-1372,0.698856792
2018-1139-1168,0.758197839
2018-1139-1254,0.748211785
2018-1139-1347,0.744552451
2018-1139-1242,0.557847416
2018-1139-1181,0.513865428
2018-1139-1277,0.532817153
2018-1139-1120,0.539022672
2018-1139-1155,0.605425162
2018-1139-1395,0.691863328
2018-1139-1348,0.595714938
2018-1139-1371,0.666660191
2018-1139-1301,0.633078099
2018-1139-1328,0.632472787
2018-1139-1113,0.650862777
2018-1139-1393,0.593340856
2018-1139-1308,0.658919168
2018-1139-1158,0.700932781
2018-1139-1137,0.648291712
2018-1139-1233,0.730948216
2018-1139-1335,0.724585268
2018-1139-1438,0.552561917
2018-1139-1153,0.578767496
2018-1139-1397,0.554278797
2018-1139-1112,0.61516192
2018-1139-1246,0.583288692
2018-1139-1274,0.623856458
2018-1139-1305,0.677199278
2018-1139-1166,0.661267921
2018-1139-1243,0.673421817
2018-1139-1400,0.60545884
2018-1139-1260,0.603400194
2018-1139-1172,0.654352447
2018-1139-1138,0.660703102
2018-1139-1460,0.693430636
2018-1139-1209,0.667048054
2018-1139-1420,0.736665083
2018-1139-1462,0.587056707
2018-1139-1314,0.593825154
2018-1139-1276,0.562413565
2018-1139-1211,0.538565977
2018-1139-1326,0.529203743
2018-1139-1222,0.618094112
2018-1139-1401,0.645861918
2018-1139-1281,0.656639719
2018-1139-1199,0.629555885
2018-1139-1344,0.706816867
2018-1139-1361,0.62969567
2018-1139-1355,0.710113238
2018-1139-1422,0.673213519
2018-1139-1285,0.630145454
2018-1139-1252,0.736969796
2018-1139-1300,0.750822771
2018-1139-1411,0.751493106
2018-1382-1417,0.629142696
2018-1382-1293,0.625577907
2018-1382-1267,0.737151119
2018-1382-1372,0.679206822
2018-1382-1168,0.760048712
2018-1382-1254,0.765322596
2018-1382-1347,0.747713233
2018-1382-1242,0.532593743
2018-1382-1181,0.492435633
2018-1382-1277,0.503766921
2018-1382-1120,0.517564527
2018-1382-1155,0.590294102
2018-1382-1395,0.688142503
2018-1382-1348,0.581706916
2018-1382-1371,0.654395525
2018-1382-1301,0.608781975
2018-1382-1328,0.604998583
2018-1382-1113,0.638562396
2018-1382-1393,0.575703241
2018-1382-1308,0.638607331
2018-1382-1158,0.705024801
2018-1382-1137,0.613210841
2018-1382-1233,0.735171328
2018-1382-1335,0.7150578
2018-1382-1438,0.526500297
2018-1382-1153,0.54843451
2018-1382-1397,0.527888581
2018-1382-1112,0.582359789
2018-1382-1246,0.563803143
2018-1382-1274,0.628599006
2018-1382-1305,0.643750141
2018-1382-1166,0.639592134
2018-1382-1243,0.645187316
2018-1382-1400,0.583426259
2018-1382-1260,0.575601126
2018-1382-1172,0.646410466
2018-1382-1138,0.64266138
2018-1382-1460,0.657755371
2018-1382-1209,0.618404815
2018-1382-1420,0.750207089
2018-1382-1462,0.557617233
2018-1382-1314,0.567995748
2018-1382-1276,0.528359219
2018-1382-1211,0.496960403
2018-1382-1326,0.509788851
2018-1382-1222,0.606551448
2018-1382-1401,0.631703765
2018-1382-1281,0.626000627
2018-1382-1199,0.607992326
2018-1382-1344,0.704802058
2018-1382-1361,0.593871164
2018-1382-1355,0.695712976
2018-1382-1422,0.635899288
2018-1382-1285,0.619454081
2018-1382-1252,0.726979366
2018-1382-1300,0.751787524
2018-1382-1411,0.750453554
2018-1417-1293,0.571399243
2018-1417-1267,0.675901034
2018-1417-1372,0.650522044
2018-1417-1168,0.697738153
2018-1417-1254,0.722776146
2018-1417-1347,0.713294503
2018-1417-1242,0.535688585
2018-1417-1181,0.491503261
2018-1417-1277,0.520566411
2018-1417-1120,0.519254993
2018-1417-1155,0.570672319
2018-1417-1395,0.667824887
2018-1417-1348,0.569532534
2018-1417-1371,0.62675215
2018-1417-1301,0.608060679
2018-1417-1328,0.608163294
2018-1417-1113,0.619301095
2018-1417-1393,0.554798228
2018-1417-1308,0.626681918
2018-1417-1158,0.649805979
2018-1417-1137,0.623412241
2018-1417-1233,0.702956466
2018-1417-1335,0.695351834
2018-1417-1438,0.506279532
2018-1417-1153,0.532359736
2018-1417-1397,0.535606517
2018-1417-1112,0.589984989
2018-1417-1246,0.565807836
2018-1417-1274,0.617846887
2018-1417-1305,0.641977396
2018-1417-1166,0.639053856
2018-1417-1243,0.639576982
2018-1417-1400,0.570863655
2018-1417-1260,0.583302278
2018-1417-1172,0.642084606
2018-1417-1138,0.620633352
2018-1417-1460,0.653833761
2018-1417-1209,0.618616535
2018-1417-1420,0.714405726
2018-1417-1462,0.557225919
2018-1417-1314,0.571580244
2018-1417-1276,0.538021521
2018-1417-1211,0.521377772
2018-1417-1326,0.519046465
2018-1417-1222,0.595265351
2018-1417-1401,0.599062838
2018-1417-1281,0.617163305
2018-1417-1199,0.581838763
2018-1417-1344,0.688016558
2018-1417-1361,0.597471824
2018-1417-1355,0.663375654
2018-1417-1422,0.62936524
2018-1417-1285,0.589561901
2018-1417-1252,0.715098204
2018-1417-1300,0.71255482
2018-1417-1411,0.726888823
2018-1293-1267,0.712205031
2018-1293-1372,0.684773524
2018-1293-1168,0.745357014
2018-1293-1254,0.741843981
2018-1293-1347,0.747035986
2018-1293-1242,0.567138926
2018-1293-1181,0.521999117
2018-1293-1277,0.557856915
2018-1293-1120,0.536624282
2018-1293-1155,0.618292776
2018-1293-1395,0.709093172
2018-1293-1348,0.602532448
2018-1293-1371,0.667142839
2018-1293-1301,0.637661301
2018-1293-1328,0.65603924
2018-1293-1113,0.665769791
2018-1293-1393,0.587327411
2018-1293-1308,0.671402486
2018-1293-1158,0.694376296
2018-1293-1137,0.658161091
2018-1293-1233,0.740183181
2018-1293-1335,0.736061763
2018-1293-1438,0.554328688
2018-1293-1153,0.593540077
2018-1293-1397,0.577797642
2018-1293-1112,0.625949796
2018-1293-1246,0.597358229
2018-1293-1274,0.653399428
2018-1293-1305,0.683173696
2018-1293-1166,0.664177285
2018-1293-1243,0.668671341
2018-1293-1400,0.60802005
2018-1293-1260,0.612168257
2018-1293-1172,0.677809928
2018-1293-1138,0.661707958
2018-1293-1460,0.686441521
2018-1293-1209,0.661065625
2018-1293-1420,0.744214864
2018-1293-1462,0.589076318
2018-1293-1314,0.608279426
2018-1293-1276,0.566957173
2018-1293-1211,0.560406678
2018-1293-1326,0.553192629
2018-1293-1222,0.631179303
2018-1293-1401,0.656314943
2018-1293-1281,0.662065834
2018-1293-1199,0.621194335
2018-1293-1344,0.702326381
2018-1293-1361,0.631482786
2018-1293-1355,0.702081558
2018-1293-1422,0.653091362
2018-1293-1285,0.651761804
2018-1293-1252,0.729196103
2018-1293-1300,0.746145843
2018-1293-1411,0.747470084
2018-1267-1372,0.609297655
2018-1267-1168,0.696275959
2018-1267-1254,0.70188965
2018-1267-1347,0.696255662
2018-1267-1242,0.478986671
2018-1267-1181,0.440351405
2018-1267-1277,0.481280052
2018-1267-1120,0.463531782
2018-1267-1155,0.503716577
2018-1267-1395,0.615961731
2018-1267-1348,0.494511204
2018-1267-1371,0.556498164
2018-1267-1301,0.522331649
2018-1267-1328,0.537480608
2018-1267-1113,0.548899736
2018-1267-1393,0.499364945
2018-1267-1308,0.562743377
2018-1267-1158,0.605054772
2018-1267-1137,0.537998677
2018-1267-1233,0.65936356
2018-1267-1335,0.674572601
2018-1267-1438,0.440748924
2018-1267-1153,0.477390192
2018-1267-1397,0.498933632
2018-1267-1112,0.521288603
2018-1267-1246,0.492279658
2018-1267-1274,0.549182134
2018-1267-1305,0.584929839
2018-1267-1166,0.569917634
2018-1267-1243,0.568238043
2018-1267-1400,0.502119211
2018-1267-1260,0.526285382
2018-1267-1172,0.580661134
2018-1267-1138,0.548740902
2018-1267-1460,0.601126315
2018-1267-1209,0.553586424
2018-1267-1420,0.68987102
2018-1267-1462,0.493406878
2018-1267-1314,0.501360305
2018-1267-1276,0.468454193
2018-1267-1211,0.452109747
2018-1267-1326,0.447622916
2018-1267-1222,0.541449491
2018-1267-1401,0.549740271
2018-1267-1281,0.547412405
2018-1267-1199,0.519612891
2018-1267-1344,0.636820356
2018-1267-1361,0.512752526
2018-1267-1355,0.622939604
2018-1267-1422,0.547910334
2018-1267-1285,0.547883274
2018-1267-1252,0.663351076
2018-1267-1300,0.68740424
2018-1267-1411,0.694523508
2018-1372-1168,0.682462522
2018-1372-1254,0.670184484
2018-1372-1347,0.662475183
2018-1372-1242,0.548426163
2018-1372-1181,0.523597542
2018-1372-1277,0.551332122
2018-1372-1120,0.519352447
2018-1372-1155,0.570374315
2018-1372-1395,0.662058199
2018-1372-1348,0.578619983
2018-1372-1371,0.63007046
2018-1372-1301,0.593565751
2018-1372-1328,0.598101879
2018-1372-1113,0.632441177
2018-1372-1393,0.553111967
2018-1372-1308,0.584067994
2018-1372-1158,0.642841013
2018-1372-1137,0.59144656
2018-1372-1233,0.698819287
2018-1372-1335,0.664055462
2018-1372-1438,0.532363713
2018-1372-1153,0.532752549
2018-1372-1397,0.542578647
2018-1372-1112,0.593852138
2018-1372-1246,0.563614604
2018-1372-1274,0.588079704
2018-1372-1305,0.626374915
2018-1372-1166,0.623726624
2018-1372-1243,0.609147695
2018-1372-1400,0.571619233
2018-1372-1260,0.570957072
2018-1372-1172,0.634366151
2018-1372-1138,0.596127512
2018-1372-1460,0.617126106
2018-1372-1209,0.586769306
2018-1372-1420,0.700343951
2018-1372-1462,0.574314188
2018-1372-1314,0.578696138
2018-1372-1276,0.537222504
2018-1372-1211,0.541282614
2018-1372-1326,0.528195067
2018-1372-1222,0.589611
2018-1372-1401,0.599073385
2018-1372-1281,0.607824079
2018-1372-1199,0.597353328
2018-1372-1344,0.654878577
2018-1372-1361,0.587227856
2018-1372-1355,0.656091118
2018-1372-1422,0.590531609
2018-1372-1285,0.585306186
2018-1372-1252,0.67834298
2018-1372-1300,0.692177237
2018-1372-1411,0.700026418
2018-1168-1254,0.627236076
2018-1168-1347,0.609796335
2018-1168-1242,0.461479566
2018-1168-1181,0.430302125
2018-1168-1277,0.465448151
2018-1168-1120,0.434623901
2018-1168-1155,0.473871753
2018-1168-1395,0.582180155
2018-1168-1348,0.473219141
2018-1168-1371,0.521568621
2018-1168-1301,0.476922206
2018-1168-1328,0.51172491
2018-1168-1113,0.518219108
2018-1168-1393,0.47400566
2018-1168-1308,0.509519234
2018-1168-1158,0.55196194
2018-1168-1137,0.505555153
2018-1168-1233,0.61185664
2018-1168-1335,0.615553187
2018-1168-1438,0.415433397
2018-1168-1153,0.440626401
2018-1168-1397,0.469034143
2018-1168-1112,0.500121853
2018-1168-1246,0.470037364
2018-1168-1274,0.510077459
2018-1168-1305,0.549593876
2018-1168-1166,0.527929041
2018-1168-1243,0.519635394
2018-1168-1400,0.478682026
2018-1168-1260,0.475555192
2018-1168-1172,0.538204158
2018-1168-1138,0.4973426
2018-1168-1460,0.544404307
2018-1168-1209,0.510813603
2018-1168-1420,0.634598446
2018-1168-1462,0.47414891
2018-1168-1314,0.484976039
2018-1168-1276,0.441253959
2018-1168-1211,0.43461866
2018-1168-1326,0.430801854
2018-1168-1222,0.509944426
