game_id,Prob_Win
2018-1452-1254,0.999525144
2018-1452-1347,0.998554142
2018-1452-1242,0.969220129
2018-1452-1181,0.262890812
2018-1452-1277,0.32673872
2018-1452-1120,0.93823943
2018-1452-1155,0.977658661
2018-1452-1395,0.994630502
2018-1452-1348,0.97301535
2018-1452-1371,0.991449528
2018-1452-1301,0.98343447
2018-1452-1328,0.988127149
2018-1452-1113,0.984160255
2018-1452-1393,0.957950531
2018-1452-1308,0.992729604
2018-1452-1158,0.992411094
2018-1452-1137,0.993186484
2018-1452-1233,0.996978527
2018-1452-1335,0.997805483
2018-1452-1438,0.919000628
2018-1452-1153,0.93676568
2018-1452-1397,0.978852891
2018-1452-1112,0.978253427
2018-1452-1246,0.957374459
2018-1452-1274,0.96882955
2018-1452-1305,0.987673367
2018-1452-1166,0.996193965
2018-1452-1243,0.993129808
2018-1452-1400,0.975176486
2018-1452-1260,0.990583185
2018-1452-1172,0.993809741
2018-1452-1138,0.99461243
2018-1452-1460,0.996194467
2018-1452-1209,0.979071596
2018-1452-1420,0.998377112
2018-1452-1462,0.982514577
2018-1452-1314,0.958417446
2018-1452-1276,0.967307374
2018-1452-1211,0.405850131
2018-1452-1326,0.397859271
2018-1452-1222,0.975825344
2018-1452-1401,0.984049009
2018-1452-1281,0.990907961
2018-1452-1199,0.979685919
2018-1452-1344,0.995882899
2018-1452-1361,0.985498482
2018-1452-1355,0.995158292
2018-1452-1422,0.986595098
2018-1452-1285,0.99049363
2018-1452-1252,0.997881667
2018-1452-1300,0.999684705
2018-1452-1411,0.998910099
2018-1196-1116,0.968461895
2018-1196-1439,0.988859723
2018-1196-1104,0.970149698
2018-1196-1139,0.945807582
2018-1196-1382,0.97620209
2018-1196-1417,0.960586166
2018-1196-1293,0.970261164
2018-1196-1267,0.992995606
2018-1196-1372,0.959857789
2018-1196-1168,0.992978492
2018-1196-1254,0.997088601
2018-1196-1347,0.991519733
2018-1196-1242,0.933180194
2018-1196-1181,0.283028521
2018-1196-1277,0.913325642
2018-1196-1120,0.909443842
2018-1196-1155,0.945654414
2018-1196-1395,0.981383747
2018-1196-1348,0.938937779
2018-1196-1371,0.972452756
2018-1196-1301,0.954997694
2018-1196-1328,0.964790074
2018-1196-1113,0.956474071
2018-1196-1393,0.923140072
2018-1196-1308,0.976173798
2018-1196-1158,0.975472323
2018-1196-1137,0.97745816
2018-1196-1233,0.988944529
2018-1196-1335,0.991838576
2018-1196-1438,0.45
2018-1196-1153,0.897996667
2018-1196-1397,0.946751566
2018-1196-1112,0.947104245
2018-1196-1246,0.44
2018-1196-1274,0.935070442
2018-1196-1305,0.96405081
2018-1196-1166,0.986364452
2018-1196-1243,0.977306666
2018-1196-1400,0.942594626
2018-1196-1260,0.97030041
2018-1196-1172,0.979041621
2018-1196-1138,0.981450813
2018-1196-1460,0.986379672
2018-1196-1209,0.947624721
2018-1196-1420,0.993850799
2018-1196-1462,0.953205065
2018-1196-1314,0.91601941
2018-1196-1276,0.93110329
2018-1196-1211,0.917073979
2018-1196-1326,0.92685426
2018-1196-1222,0.942503043
2018-1196-1401,0.956276719
2018-1196-1281,0.971174391
2018-1196-1199,0.948466503
2018-1196-1344,0.985404338
2018-1196-1361,0.959174934
2018-1196-1355,0.98318534
2018-1196-1422,0.961540623
2018-1196-1285,0.970424361
2018-1196-1252,0.992115178
2018-1196-1300,0.998769191
2018-1196-1411,0.995837262
2018-1116-1439,0.976669731
2018-1116-1104,0.948156058
2018-1116-1139,0.38
2018-1116-1382,0.958120938
2018-1116-1417,0.401959224
2018-1116-1293,0.220033571
2018-1116-1267,0.984276371
2018-1116-1372,0.938710455
2018-1116-1168,0.989761507
2018-1116-1254,0.993022564
2018-1116-1347,0.981225856
2018-1116-1242,0.284740774
2018-1116-1181,0.221926952
2018-1116-1277,0.299255396
2018-1116-1120,0.399822552
2018-1116-1155,0.932252219
2018-1116-1395,0.971706891
2018-1116-1348,0.927131141
2018-1116-1371,0.960419272
2018-1116-1301,0.941448223
2018-1116-1328,0.951196149
2018-1116-1113,0.942699193
2018-1116-1393,0.291854479
2018-1116-1308,0.964503061
2018-1116-1158,0.963429379
2018-1116-1137,0.966110211
2018-1116-1233,0.982230908
2018-1116-1335,0.986526633
2018-1116-1438,0.200108318
2018-1116-1153,0.897966687
2018-1116-1397,0.933664541
2018-1116-1112,0.933311232
2018-1116-1246,0.914573514
2018-1116-1274,0.923335157
2018-1116-1305,0.950173541
2018-1116-1166,0.978457241
2018-1116-1243,0.965920733
2018-1116-1400,0.929531559
2018-1116-1260,0.95766216
2018-1116-1172,0.968451294
2018-1116-1138,0.971572308
2018-1116-1460,0.978441699
2018-1116-1209,0.934267463
2018-1116-1420,0.989748253
2018-1116-1462,0.939486201
2018-1116-1314,0.910222972
2018-1116-1276,0.391847976
2018-1116-1211,0.390031157
2018-1116-1326,0.373950417
2018-1116-1222,0.929733338
2018-1116-1401,0.942354246
2018-1116-1281,0.958622325
2018-1116-1199,0.935088895
2018-1116-1344,0.976978927
2018-1116-1361,0.945251284
2018-1116-1355,0.973786582
2018-1116-1422,0.947709963
2018-1116-1285,0.95744921
2018-1116-1252,0.986919098
2018-1116-1300,0.997856702
2018-1116-1411,0.992878559
2018-1439-1104,0.970818373
2018-1439-1139,0.245164441
2018-1439-1382,0.974183906
2018-1439-1417,0.322330508
2018-1439-1293,0.185280133
2018-1439-1267,0.991626172
2018-1439-1372,0.408128418
2018-1439-1168,0.991532213
2018-1439-1254,0.99715948
2018-1439-1347,0.991763951
2018-1439-1242,0.192453368
2018-1439-1181,0.111378628
2018-1439-1277,0.139506482
2018-1439-1120,0.140829856
2018-1439-1155,0.233336943
2018-1439-1395,0.971732312
2018-1439-1348,0.251916662
2018-1439-1371,0.960473563
2018-1439-1301,0.202355195
2018-1439-1328,0.302069236
2018-1439-1113,0.350805237
2018-1439-1393,0.202060535
2018-1439-1308,0.964523402
2018-1439-1158,0.963436373
2018-1439-1137,0.280907308
2018-1439-1233,0.98224218
2018-1439-1335,0.986533357
2018-1439-1438,0.141026499
2018-1439-1153,0.173264728
2018-1439-1397,0.136074828
2018-1439-1112,0.304055456
2018-1439-1246,0.191109972
2018-1439-1274,0.923395612
2018-1439-1305,0.950193932
2018-1439-1166,0.286713295
2018-1439-1243,0.311735517
2018-1439-1400,0.206747516
2018-1439-1260,0.242418968
2018-1439-1172,0.968477926
2018-1439-1138,0.329988478
2018-1439-1460,0.411968164
2018-1439-1209,0.290289747
2018-1439-1420,0.989752223
2018-1439-1462,0.211037534
2018-1439-1314,0.19984608
2018-1439-1276,0.161118045
2018-1439-1211,0.19014084
2018-1439-1326,0.119970381
2018-1439-1222,0.287613003
2018-1439-1401,0.213436148
2018-1439-1281,0.25473906
2018-1439-1199,0.3
2018-1439-1344,0.976992824
2018-1439-1361,0.221231921
2018-1439-1355,0.97380067
2018-1439-1422,0.264396373
2018-1439-1285,0.957468458
2018-1439-1252,0.986922505
2018-1439-1300,0.997856946
2018-1439-1411,0.992877855
2018-1104-1139,0.910995796
2018-1104-1382,0.491360706
2018-1104-1417,0.279714018
2018-1104-1293,0.209454353
2018-1104-1267,0.976114275
2018-1104-1372,0.924367726
2018-1104-1168,0.975884679
2018-1104-1254,0.991260637
2018-1104-1347,0.977099522
2018-1104-1242,0.183887927
2018-1104-1181,0.067274129
2018-1104-1277,0.13850294
2018-1104-1120,0.142683378
2018-1104-1155,0.269401246
2018-1104-1395,0.9540596
2018-1104-1348,0.327970885
2018-1104-1371,0.46
2018-1104-1301,0.354941659
2018-1104-1328,0.932227328
2018-1104-1113,0.924321563
2018-1104-1393,0.172379748
2018-1104-1308,0.945951984
2018-1104-1158,0.945579043
2018-1104-1137,0.379088284
2018-1104-1233,0.96920714
2018-1104-1335,0.975754756
2018-1104-1438,0.115676667
2018-1104-1153,0.191465786
2018-1104-1397,0.150614593
2018-1104-1112,0.309322576
2018-1104-1246,0.243447603
2018-1104-1274,0.338726459
2018-1104-1305,0.470419348
2018-1104-1166,0.963420015
2018-1104-1243,0.410567085
2018-1104-1400,0.256802654
2018-1104-1260,0.288397735
2018-1104-1172,0.950245258
2018-1104-1138,0.44
2018-1104-1460,0.963585227
2018-1104-1209,0.360107901
2018-1104-1420,0.981070054
2018-1104-1462,0.23758955
2018-1104-1314,0.884581952
2018-1104-1276,0.180238494
2018-1104-1211,0.140656952
2018-1104-1326,0.101341534
2018-1104-1222,0.305676115
2018-1104-1401,0.360747294
2018-1104-1281,0.348748811
2018-1104-1199,0.917329122
2018-1104-1344,0.961853922
2018-1104-1361,0.265934822
2018-1104-1355,0.95751333
2018-1104-1422,0.385071926
2018-1104-1285,0.938448224
2018-1104-1252,0.976481692
2018-1104-1300,0.995731651
2018-1104-1411,0.986516196
2018-1139-1382,0.979819826
2018-1139-1417,0.45
2018-1139-1293,0.973259147
2018-1139-1267,0.993786741
2018-1139-1372,0.964921219
2018-1139-1168,0.996099387
2018-1139-1254,0.997407031
2018-1139-1347,0.992433935
2018-1139-1242,0.34
2018-1139-1181,0.145630709
2018-1139-1277,0.204154981
2018-1139-1120,0.292827174
2018-1139-1155,0.944910342
2018-1139-1395,0.980950271
2018-1139-1348,0.482204813
2018-1139-1371,0.971939579
2018-1139-1301,0.954442701
2018-1139-1328,0.963913303
2018-1139-1113,0.955772797
2018-1139-1393,0.366551959
2018-1139-1308,0.975375348
2018-1139-1158,0.974501206
2018-1139-1137,0.976655201
2018-1139-1233,0.988575369
2018-1139-1335,0.991504701
2018-1139-1438,0.263959131
2018-1139-1153,0.343179453
2018-1139-1397,0.300330412
2018-1139-1112,0.945966987
2018-1139-1246,0.308132696
2018-1139-1274,0.934205804
2018-1139-1305,0.962963058
2018-1139-1166,0.985927034
2018-1139-1243,0.976498374
2018-1139-1400,0.941671527
2018-1139-1260,0.96967928
2018-1139-1172,0.978470525
2018-1139-1138,0.980871297
2018-1139-1460,0.985919958
2018-1139-1209,0.947049131
2018-1139-1420,0.993616314
2018-1139-1462,0.396412437
2018-1139-1314,0.920224213
2018-1139-1276,0.327808619
2018-1139-1211,0.228016127
2018-1139-1326,0.235843333
2018-1139-1222,0.942148326
2018-1139-1401,0.955504698
2018-1139-1281,0.970505031
2018-1139-1199,0.947953497
2018-1139-1344,0.984876492
2018-1139-1361,0.440182179
2018-1139-1355,0.982549958
2018-1139-1422,0.960637494
2018-1139-1285,0.969496011
2018-1139-1252,0.991771706
2018-1139-1300,0.998710523
2018-1139-1411,0.995633458
2018-1382-1417,0.958571776
2018-1382-1293,0.965270844
2018-1382-1267,0.991206888
2018-1382-1372,0.940097929
2018-1382-1168,0.991106654
2018-1382-1254,0.996523005
2018-1382-1347,0.990032607
2018-1382-1242,0.204418333
2018-1382-1181,0.110175373
2018-1382-1277,0.169707007
2018-1382-1120,0.22550321
2018-1382-1155,0.373430682
2018-1382-1395,0.964949781
2018-1382-1348,0.302411399
2018-1382-1371,0.952725501
2018-1382-1301,0.209761435
2018-1382-1328,0.4
2018-1382-1113,0.934988409
2018-1382-1393,0.208909476
2018-1382-1308,0.957072594
2018-1382-1158,0.956064608
2018-1382-1137,0.958875037
2018-1382-1233,0.97732536
2018-1382-1335,0.982557025
2018-1382-1438,0.184146152
2018-1382-1153,0.200075588
2018-1382-1397,0.204324974
2018-1382-1112,0.362149302
2018-1382-1246,0.200000031
2018-1382-1274,0.917883461
2018-1382-1305,0.942411836
2018-1382-1166,0.972788582
2018-1382-1243,0.958689239
2018-1382-1400,0.923101362
2018-1382-1260,0.294146128
2018-1382-1172,0.961349701
2018-1382-1138,0.964883685
2018-1382-1460,0.972785111
2018-1382-1209,0.318002796
2018-1382-1420,0.986591079
2018-1382-1462,0.299765041
2018-1382-1314,0.28
2018-1382-1276,0.249391727
2018-1382-1211,0.167244231
2018-1382-1326,0.160828607
2018-1382-1222,0.922782413
2018-1382-1401,0.241745638
2018-1382-1281,0.285393991
2018-1382-1199,0.4121713
2018-1382-1344,0.971123519
2018-1382-1361,0.93753536
2018-1382-1355,0.96743088
2018-1382-1422,0.939928965
2018-1382-1285,0.949636702
2018-1382-1252,0.983052381
2018-1382-1300,0.99711812
2018-1382-1411,0.990589447
2018-1417-1293,0.937060812
2018-1417-1267,0.977877743
2018-1417-1372,0.941886029
2018-1417-1168,0.977711965
2018-1417-1254,0.992983021
2018-1417-1347,0.981138979
2018-1417-1242,0.271635616
2018-1417-1181,0.090914088
2018-1417-1277,0.127451583
2018-1417-1120,0.216701651
2018-1417-1155,0.930228539
2018-1417-1395,0.969787603
2018-1417-1348,0.34753065
2018-1417-1371,0.958042205
2018-1417-1301,0.404169713
2018-1417-1328,0.406408153
2018-1417-1113,0.940228112
2018-1417-1393,0.234519255
2018-1417-1308,0.962276117
2018-1417-1158,0.96111457
2018-1417-1137,0.963928115
2018-1417-1233,0.980750754
2018-1417-1335,0.985354894
2018-1417-1438,0.13860675
2018-1417-1153,0.224943808
2018-1417-1397,0.214694327
2018-1417-1112,0.35478773
2018-1417-1246,0.202222107
2018-1417-1274,0.921551896
2018-1417-1305,0.947699916
2018-1417-1166,0.976804539
2018-1417-1243,0.963698598
2018-1417-1400,0.326058541
2018-1417-1260,0.314465057
2018-1417-1172,0.966387468
2018-1417-1138,0.969584813
2018-1417-1460,0.976773635
2018-1417-1209,0.384005867
2018-1417-1420,0.988812135
2018-1417-1462,0.293107853
2018-1417-1314,0.244382201
2018-1417-1276,0.216041939
2018-1417-1211,0.156535335
2018-1417-1326,0.167875184
2018-1417-1222,0.927815232
2018-1417-1401,0.328789017
2018-1417-1281,0.401413434
2018-1417-1199,0.448595633
2018-1417-1344,0.975175838
2018-1417-1361,0.298925375
2018-1417-1355,0.971861977
2018-1417-1422,0.945238294
2018-1417-1285,0.955074543
2018-1417-1252,0.985760418
2018-1417-1300,0.997644905
2018-1417-1411,0.992206539
2018-1293-1267,0.982851113
2018-1293-1372,0.940866416
2018-1293-1168,0.985335297
2018-1293-1254,0.99361683
2018-1293-1347,0.982618779
2018-1293-1242,0.33
2018-1293-1181,0.194322142
2018-1293-1277,0.251507445
2018-1293-1120,0.902503346
2018-1293-1155,0.927398622
2018-1293-1395,0.967301121
2018-1293-1348,0.922638318
2018-1293-1371,0.955305665
2018-1293-1301,0.936257913
2018-1293-1328,0.945956642
2018-1293-1113,0.937438785
2018-1293-1393,0.393693402
2018-1293-1308,0.959687877
2018-1293-1158,0.958693223
2018-1293-1137,0.961440835
2018-1293-1233,0.979109866
2018-1293-1335,0.984033488
2018-1293-1438,0.313714582
2018-1293-1153,0.372574546
2018-1293-1397,0.332011686
2018-1293-1112,0.928717584
2018-1293-1246,0.33
2018-1293-1274,0.919570017
2018-1293-1305,0.945063207
2018-1293-1166,0.974833874
2018-1293-1243,0.961250736
2018-1293-1400,0.925123017
2018-1293-1260,0.95234983
2018-1293-1172,0.963830471
2018-1293-1138,0.967255304
2018-1293-1460,0.97482506
2018-1293-1209,0.929233414
2018-1293-1420,0.987766292
2018-1293-1462,0.385648625
2018-1293-1314,0.90364937
2018-1293-1276,0.35
2018-1293-1211,0.905303239
2018-1293-1326,0.913382106
2018-1293-1222,0.924813378
2018-1293-1401,0.937053672
2018-1293-1281,0.953360608
2018-1293-1199,0.930002641
2018-1293-1344,0.973243116
2018-1293-1361,0.445260184
2018-1293-1355,0.969727523
2018-1293-1422,0.942510506
2018-1293-1285,0.952337453
2018-1293-1252,0.984496196
2018-1293-1300,0.997401396
2018-1293-1411,0.991459907
2018-1267-1372,0.875655599
2018-1267-1168,0.945314393
2018-1267-1254,0.969816549
2018-1267-1347,0.938702759
2018-1267-1242,0.834499379
2018-1267-1181,0.779390154
2018-1267-1277,0.78028184
2018-1267-1120,0.832093435
2018-1267-1155,0.866721737
2018-1267-1395,0.899724796
2018-1267-1348,0.855116941
2018-1267-1371,0.887500535
2018-1267-1301,0.872776174
2018-1267-1328,0.88602895
2018-1267-1113,0.871312303
2018-1267-1393,0.839941835
2018-1267-1308,0.896519284
2018-1267-1158,0.904320987
2018-1267-1137,0.902557923
2018-1267-1233,0.922810055
2018-1267-1335,0.932350065
2018-1267-1438,0.079634531
2018-1267-1153,0.736228898
2018-1267-1397,0.858027984
2018-1267-1112,0.882749529
2018-1267-1246,0.842709751
2018-1267-1274,0.875353374
2018-1267-1305,0.890702355
2018-1267-1166,0.912824086
2018-1267-1243,0.902592339
2018-1267-1400,0.873298003
2018-1267-1260,0.881168762
2018-1267-1172,0.898076714
2018-1267-1138,0.90486079
2018-1267-1460,0.914592642
2018-1267-1209,0.859455698
2018-1267-1420,0.941614773
2018-1267-1462,0.866848958
2018-1267-1314,0.777741138
2018-1267-1276,0.830735437
2018-1267-1211,0.812841653
2018-1267-1326,0.846225426
2018-1267-1222,0.856719447
2018-1267-1401,0.873675859
2018-1267-1281,0.884466616
2018-1267-1199,0.865930171
2018-1267-1344,0.914733536
2018-1267-1361,0.877591298
2018-1267-1355,0.910322867
2018-1267-1422,0.883614689
2018-1267-1285,0.890820483
2018-1267-1252,0.934316761
2018-1267-1300,0.980895354
2018-1267-1411,0.953939968
2018-1372-1168,0.982076561
2018-1372-1254,0.992053767
2018-1372-1347,0.978914347
2018-1372-1242,0.242644547
2018-1372-1181,0.122396661
2018-1372-1277,0.191436206
2018-1372-1120,0.161474568
2018-1372-1155,0.375744829
2018-1372-1395,0.973302645
2018-1372-1348,0.388029803
2018-1372-1371,0.962436062
2018-1372-1301,0.3
2018-1372-1328,0.39
2018-1372-1113,0.944739536
2018-1372-1393,0.181390242
2018-1372-1308,0.966354445
2018-1372-1158,0.965412249
2018-1372-1137,0.34
2018-1372-1233,0.98346556
2018-1372-1335,0.98748716
2018-1372-1438,0.139808838
2018-1372-1153,0.217031633
2018-1372-1397,0.214110668
2018-1372-1112,0.38
2018-1372-1246,0.202572582
2018-1372-1274,0.924868732
2018-1372-1305,0.952295956
2018-1372-1166,0.979816149
2018-1372-1243,0.38
2018-1372-1400,0.27
2018-1372-1260,0.355008996
2018-1372-1172,0.970182559
2018-1372-1138,0.458147573
2018-1372-1460,0.979822001
2018-1372-1209,0.401341799
2018-1372-1420,0.990518561
2018-1372-1462,0.29
2018-1372-1314,0.262801105
2018-1372-1276,0.26
2018-1372-1211,0.29
2018-1372-1326,0.187473364
2018-1372-1222,0.410835555
2018-1372-1401,0.36
2018-1372-1281,0.33
2018-1372-1199,0.37
2018-1372-1344,0.978484976
2018-1372-1361,0.32
2018-1372-1355,0.975399094
2018-1372-1422,0.39
2018-1372-1285,0.959437616
2018-1372-1252,0.987870929
2018-1372-1300,0.998027863
2018-1372-1411,0.993430346
2018-1168-1254,0.924936196
2018-1168-1347,0.89442481
2018-1168-1242,0.107624569
2018-1168-1181,0.053813891
2018-1168-1277,0.09127429
2018-1168-1120,0.824986216
2018-1168-1155,0.858411071
2018-1168-1395,0.885040677
2018-1168-1348,0.860022527
2018-1168-1371,0.878742262
2018-1168-1301,0.206441986
2018-1168-1328,0.877190251
2018-1168-1113,0.867501673
2018-1168-1393,0.105750965
2018-1168-1308,0.885448742
2018-1168-1158,0.89595045
2018-1168-1137,0.891120028
2018-1168-1233,0.90803199
2018-1168-1335,0.914699921
2018-1168-1438,0.069186363
2018-1168-1153,0.094108642
2018-1168-1397,0.080138617
2018-1168-1112,0.873502147
2018-1168-1246,0.121813905
2018-1168-1274,0.871700636
2018-1168-1305,0.884665026
2018-1168-1166,0.897317025
2018-1168-1243,0.892708189
2018-1168-1400,0.869006143
2018-1168-1260,0.868880837
2018-1168-1172,0.884721778
2018-1168-1138,0.891872749
2018-1168-1460,0.900090523
2018-1168-1209,0.857755209
2018-1168-1420,0.922966942
2018-1168-1462,0.856605971
2018-1168-1314,0.773621213
2018-1168-1276,0.824022085
2018-1168-1211,0.807225813
2018-1168-1326,0.838759632
2018-1168-1222,0.84834206
2018-1168-1401,0.1760747
2018-1168-1281,0.871596677
2018-1168-1199,0.858201832
2018-1168-1344,0.902766856
2018-1168-1361,0.869359607
2018-1168-1355,0.89788623
2018-1168-1422,0.877996537
2018-1168-1285,0.881758512
2018-1168-1252,0.917270598
2018-1168-1300,0.965777084
2018-1168-1411,0.933986681
2018-1254-1347,0.924165687
